university_id;program_id;course_start_date;students_number;university_name;university_created_date;program_title;program_category;faculty_id;faculty_info
192;922;08/05/2021;2043;Mcdonald-Clark;19/10/2023;Gestão em Sistemas Embarcados Avançada;Tecnologia;;
174;930;18/10/2022;2953;Sherman, Jensen and Evans;05/05/2024;Consultoria em Inovação Sustentável;Negócios;;
43;830;06/11/2023;394;Wagner LLC;05/07/2025;Ciências de Geografia Avançada;Humanas;121; Escola Superior de Engenharia e Arquitetura Progresso 
267;747;08/10/2024;258;Rodriguez and Sons;13/11/2025;Comunicação de Moda Avançada;Artes e Design;123; Centro de Estudos de Agronegócio Integração 
185;674;30/08/2021;2813;Williams Ltd;19/02/2024;Consultoria em Empresas Integrada;Negócios;15; Faculdade de Astronomia Tradição 
185;674;30/08/2021;2813;Williams Ltd;19/02/2024;Consultoria em Empresas Integrada;Negócios;96; Faculdade de Gastronomia do Amanhã 
185;674;30/08/2021;2813;Williams Ltd;19/02/2024;Consultoria em Empresas Integrada;Negócios;180; Escola Superior de Psicologia Aplicada Saber Vivo 
72;181;16/12/2024;1165;Gibson-Baker;01/03/2023;Comunicação de Gráfico Digital;Artes e Design;62; Faculdade de Psicologia Aplicada Excelência 
250;527;13/09/2022;1496;Evans-Morales;06/08/2023;Licenciatura em Direito Civil Estratégica;Humanas;6; Faculdade de Educação Física Fronteiras 
341;11;19/11/2024;4356;Elliott and Sons;23/05/2023;Artes em Moda Estratégica;Artes e Design;;
301;195;28/05/2023;4363;Clay Inc;17/12/2024;Comunicação de Interiores Avançada;Artes e Design;70; Faculdade de Direito e Relações Internacionais Inovação 
38;133;18/10/2021;942;Ross-Woods;27/07/2021;Bacharelado em Geografia Aplicada;Humanas;;
383;660;18/08/2021;4727;Sutton Ltd;08/09/2025;Bacharelado em Pedagogia Avançada;Humanas;141; Escola Superior de Astronomia Meta 
383;660;18/08/2021;4727;Sutton Ltd;08/09/2025;Bacharelado em Pedagogia Avançada;Humanas;170; Escola Superior de Gestão e Negócios Fronteiras 
5;857;20/06/2023;731;Taylor-Bowers;06/06/2024;Administração de Comércio Exterior Moderna;Negócios;;
178;651;16/04/2025;4915;Le-Obrien;04/03/2023;Bacharelado em Filosofia Digital;Humanas;;
184;280;02/11/2023;3019;Brown-Murillo;11/05/2024;Ciências de História Contemporânea;Humanas;;
217;273;14/01/2026;4559;Walls, Mora and Wilson;08/02/2023;Artes em Interiores e Inovação;Artes e Design;127; Faculdade de Artes e Design União 
380;247;03/12/2025;1970;Mckenzie PLC;09/05/2025;Desenvolvimento de Software Estratégica;Tecnologia;;
15;131;21/07/2025;1461;Blair and Sons;10/09/2021;Engenharia de Redes Integrada;Tecnologia;;
57;18;09/08/2024;4937;Harris and Sons;03/11/2021;Especialização em Gerontologia Sustentável;Saúde;94; Escola Superior de Música Progresso 
57;18;09/08/2024;4937;Harris and Sons;03/11/2021;Especialização em Gerontologia Sustentável;Saúde;145; Escola Superior de Agronegócio Horizonte 
47;219;18/10/2024;701;Peters Group;16/12/2021;Ciências de Direito Civil Sustentável;Humanas;128; Escola Superior de Gastronomia Vanguarda 
439;69;04/10/2024;423;Johns Inc;01/08/2025;Ciências de Sociologia Digital;Humanas;;
458;330;17/07/2024;4243;Cooke, Blake and Turner;31/05/2023;Administração de Comércio Exterior Estratégica;Negócios;42; Instituto Superior de Comunicação e Marketing Excelência 
237;148;16/10/2022;1651;Obrien and Sons;07/05/2025;Estudos de Pedagogia e Inovação;Humanas;;
431;732;18/11/2025;1562;Taylor-Kelly;06/09/2025;Gestão de Services de Fisioterapia Estratégica;Saúde;;
291;531;13/12/2022;2546;Caldwell PLC;06/04/2021;Análise de Software Estratégica;Tecnologia;;
429;563;26/09/2025;2614;Spence, Hunt and Huynh;23/12/2023;Gestão em Redes Estratégica;Tecnologia;61; Escola Superior de Tecnologia da Informação Progresso 
53;444;14/04/2025;3880;Alexander, Soto and Harvey;10/12/2024;Logística de Empresas Avançada;Negócios;;
289;426;08/12/2022;2386;Brown, Clark and Bryan;04/07/2023;MBA em Inovação;Negócios;108; Centro de Estudos de Gestão e Negócios Aliança 
256;930;19/01/2025;4408;Warren Ltd;05/03/2025;Consultoria em Inovação Sustentável;Negócios;;
437;628;27/12/2023;844;Bates, Duran and Martin;01/12/2021;Bacharelado em Radiologia Digital;Saúde;;
288;661;23/11/2024;4660;Rose-Burgess;26/03/2022;Gestão em Cibersegurança e Inovação;Tecnologia;;
252;909;20/10/2025;2117;Mccullough, Lopez and Jones;31/12/2025;Desenvolvimento de TI Avançada;Tecnologia;191; Faculdade de Gestão e Negócios União 
466;444;24/08/2025;661;Moreno-Scott;26/05/2022;Logística de Empresas Avançada;Negócios;;
449;177;27/02/2022;3571;Hernandez and Sons;03/02/2023;Tecnologia em Saúde Pública e Inovação;Saúde;67; Instituto Superior de Tecnologia da Informação Saber Vivo 
489;939;08/02/2020;595;Murray, Long and Baker;24/03/2022;Tecnologia em Gerontologia e Inovação;Saúde;26; Faculdade de Logística Aliança 
489;939;08/02/2020;595;Murray, Long and Baker;24/03/2022;Tecnologia em Gerontologia e Inovação;Saúde;120; Instituto Superior de Ciências Médicas Tradição 
489;939;08/02/2020;595;Murray, Long and Baker;24/03/2022;Tecnologia em Gerontologia e Inovação;Saúde;163; Escola Superior de Comunicação e Marketing Progresso 
471;557;15/10/2023;1150;Smith Inc;06/04/2023;Comunicação de Multimídia Digital;Artes e Design;;
66;249;19/11/2025;739;Brewer, James and Davidson;14/08/2025;Design de Audiovisual Avançada;Artes e Design;;
228;31;29/08/2020;4796;Quinn Ltd;16/12/2021;Comunicação de Multimídia Aplicada;Artes e Design;;
170;226;12/06/2022;3702;Garcia Ltd;17/02/2024;Produção de Interiores Moderna;Artes e Design;44; Instituto Superior de Logística Horizonte 
494;721;07/10/2023;2017;Riggs Group;16/08/2022;MBA em Recursos Humanos Digital;Negócios;;
402;863;20/08/2023;2561;Martinez-White;29/01/2022;Administração de Empresas Aplicada;Negócios;60; Escola Superior de Artes e Design Tradição 
85;265;25/10/2025;2946;Rodriguez-Graham;09/06/2023;Comunicação de Gráfico;Artes e Design;;
291;471;27/11/2022;4199;Caldwell PLC;06/04/2021;Bacharelado em História Contemporânea Estratégica;Humanas;;
374;411;07/12/2023;1167;Reyes, Phillips and Johnson;25/04/2023;MBA em Agronegócio Moderna;Negócios;;
44;295;22/10/2020;3958;Hall-Jensen;14/10/2023;Artes em Fotografia Moderna;Artes e Design;93; Faculdade de Astronomia Progresso 
469;616;08/12/2022;4244;Tran-Hayden;12/03/2023;Comunicação de Audiovisual e Inovação;Artes e Design;110; Escola Superior de Artes e Design Horizonte 
10;607;08/04/2022;2111;Gardner, Garrett and Garcia;28/11/2024;Sistemas de Sistemas Embarcados Sustentável;Tecnologia;;
10;281;11/03/2022;1590;Gardner, Garrett and Garcia;28/11/2024;Bacharelado em Enfermagem;Saúde;;
477;670;05/09/2023;3909;Brown, Wilson and Gibson;10/05/2023;Tecnologia em Radiologia Sustentável;Saúde;;
4;349;04/12/2024;1571;Flores, Compton and Jones;02/12/2021;Produção de Fotografia Integrada;Artes e Design;194; Faculdade de Ciências Humanas Integração 
240;949;26/09/2022;2889;Werner PLC;14/12/2021;Administração de Marketing Digital;Negócios;;
142;60;01/08/2023;3469;Williams, Davis and Grant;18/09/2021;Comunicação de Interiores Aplicada;Artes e Design;;
144;344;29/11/2025;4052;Stout-Allen;22/10/2021;Gestão de Services de Biomedicina Estratégica;Saúde;;
298;121;27/04/2022;419;Flores, Whitaker and Foster;06/11/2025;Consultoria em Marketing Digital Digital;Negócios;;
214;562;03/05/2021;2124;Harrison-Garrison;24/05/2023;Gestão em Sistemas Embarcados e Inovação;Tecnologia;;
412;892;03/03/2021;1906;Reynolds Ltd;24/09/2023;MBA em Recursos Humanos Avançada;Negócios;;
431;389;05/12/2025;2350;Taylor-Kelly;06/09/2025;Estudos de Letras Avançada;Humanas;;
479;997;04/08/2021;574;Stewart, Johnson and Ayala;25/04/2021;Logística de Projetos Avançada;Negócios;;
87;975;18/12/2021;4102;Dunn-Young;28/01/2023;Análise de TI Avançada;Tecnologia;13; Faculdade de Engenharia e Arquitetura Vanguarda 
87;975;18/12/2021;4102;Dunn-Young;28/01/2023;Análise de TI Avançada;Tecnologia;116; Instituto Superior de Engenharia e Arquitetura do Amanhã 
104;589;23/02/2022;104;Jones-Nelson;20/10/2023;Artes em Multimídia Digital;Artes e Design;;
134;859;14/01/2025;682;Simon, Zamora and Lee;13/03/2021;MBA em Finanças Avançada;Negócios;;
333;676;01/01/2025;3201;Townsend Group;17/10/2022;Comunicação de Audiovisual Aplicada;Artes e Design;;
392;941;27/03/2022;596;Douglas, Brown and Hoffman;03/09/2023;Bacharelado em Psicologia Hospitalar e Inovação;Saúde;132; Faculdade de Comunicação e Marketing Progresso 
392;941;27/03/2022;596;Douglas, Brown and Hoffman;03/09/2023;Bacharelado em Psicologia Hospitalar e Inovação;Saúde;156; Faculdade de Comunicação e Marketing Luz do Conhecimento 
45;771;27/03/2025;1815;Ellis-Williams;09/05/2023;Bacharelado em Biomedicina Sustentável;Saúde;38; Centro de Estudos de Logística Horizonte 
499;757;18/06/2022;4659;Harris, Mullen and Brown;30/11/2022;Produção de Interiores Aplicada;Artes e Design;;
252;383;03/12/2025;4487;Mccullough, Lopez and Jones;31/12/2025;Consultoria em Agronegócio Avançada;Negócios;191; Faculdade de Gestão e Negócios União 
150;841;16/07/2021;2098;Guzman and Sons;26/07/2023;Licenciatura em Direito Civil Sustentável;Humanas;;
473;647;01/09/2024;895;Osborne-Cummings;16/11/2025;Bacharelado em Letras;Humanas;;
431;517;02/10/2022;2073;Taylor-Kelly;06/09/2025;Bacharelado em Enfermagem e Inovação;Saúde;;
197;385;15/03/2022;1454;Jones Group;27/08/2025;Logística de Finanças Avançada;Negócios;95; Faculdade de Música Luz do Conhecimento 
278;195;08/09/2021;4374;Rose-Hicks;11/02/2022;Comunicação de Interiores Avançada;Artes e Design;40; Centro de Estudos de Agronegócio Aliança 
278;195;08/09/2021;4374;Rose-Hicks;11/02/2022;Comunicação de Interiores Avançada;Artes e Design;51; Faculdade de Logística União 
451;924;20/09/2021;3957;Joyce-Hogan;04/09/2021;Tecnologia em Saúde Pública Aplicada;Saúde;;
235;766;04/06/2021;1933;Turner Ltd;11/04/2023;Bacharelado em Saúde Pública Integrada;Saúde;;
367;338;19/07/2021;2302;Chandler PLC;04/11/2025;Sistemas de Dados Integrada;Tecnologia;101; Faculdade de Gastronomia Progresso 
425;100;19/07/2020;4070;Ramos-Barnes;04/06/2022;Logística de Comércio Exterior Digital;Negócios;5; Instituto Superior de Artes e Design do Amanhã 
223;11;30/01/2024;450;Santana-Rich;22/04/2023;Artes em Moda Estratégica;Artes e Design;;
22;127;12/04/2024;2751;Miller-Chaney;10/08/2022;Estudos de Relações Internacionais Avançada;Humanas;;
9;929;05/01/2021;2597;Holland Group;29/01/2023;Licenciatura em Pedagogia Digital;Humanas;79; Faculdade de Psicologia Aplicada Tradição 
219;28;18/06/2022;4065;David LLC;26/06/2022;Design de Audiovisual e Inovação;Artes e Design;;
497;626;26/07/2022;1760;Black LLC;15/02/2024;Engenharia de Cibersegurança Integrada;Tecnologia;24; Instituto Superior de Engenharia e Arquitetura Saber Vivo 
497;626;26/07/2022;1760;Black LLC;15/02/2024;Engenharia de Cibersegurança Integrada;Tecnologia;82; Faculdade de Direito e Relações Internacionais Integração 
95;427;05/12/2020;1736;Jackson, Hill and Le;27/09/2024;Artes em Publicidade Estratégica;Artes e Design;;
288;974;22/05/2025;3080;Rose-Burgess;26/03/2022;Análise de Redes Avançada;Tecnologia;;
222;482;19/03/2020;1084;Stafford-Rodgers;29/07/2021;Engenharia de Redes Digital;Tecnologia;;
63;624;02/04/2021;346;Fletcher-Robinson;11/02/2026;Artes em Publicidade Aplicada;Artes e Design;;
100;942;07/08/2023;3507;Brown, Morris and Lawrence;28/01/2022;Especialização em Fisioterapia Estratégica;Saúde;;
336;660;29/07/2025;416;Roberson-Leonard;09/01/2023;Bacharelado em Pedagogia Avançada;Humanas;16; Centro de Estudos de Agronegócio Fronteiras 
336;660;29/07/2025;416;Roberson-Leonard;09/01/2023;Bacharelado em Pedagogia Avançada;Humanas;133; Faculdade de Tecnologia da Informação União 
336;660;29/07/2025;416;Roberson-Leonard;09/01/2023;Bacharelado em Pedagogia Avançada;Humanas;199; Instituto Superior de Ciências Humanas Excelência 
309;810;15/05/2024;1711;Turner-Middleton;27/03/2025;Tecnologia em Biomedicina Digital;Saúde;;
209;831;09/11/2020;1218;Sanchez-Peterson;17/12/2021;Especialização em Nutrição Estratégica;Saúde;48; Escola Superior de Comunicação e Marketing Vanguarda 
209;831;09/11/2020;1218;Sanchez-Peterson;17/12/2021;Especialização em Nutrição Estratégica;Saúde;112; Instituto Superior de Música Integração 
475;613;07/05/2022;1826;Choi-Rivera;22/12/2025;Logística de Projetos e Inovação;Negócios;;
245;624;23/11/2021;2448;Sparks and Sons;09/12/2022;Artes em Publicidade Aplicada;Artes e Design;;
223;377;28/02/2021;2520;Santana-Rich;22/04/2023;Desenvolvimento de Sistemas Embarcados Digital;Tecnologia;;
460;398;16/12/2025;3121;Hunter-Wade;16/08/2023;Sistemas de Nuvem Moderna;Tecnologia;71; Instituto Superior de Ciências Humanas Tradição 
344;800;12/04/2022;2508;Shaw, Avila and Davis;04/05/2021;Bacharelado em Letras Aplicada;Humanas;;
486;63;08/05/2021;1079;Garza Group;12/08/2024;Ciências de Pedagogia Sustentável;Humanas;;
128;317;25/10/2021;2413;Schneider LLC;26/02/2023;Gestão em Jogos Digitais Estratégica;Tecnologia;;
163;292;15/01/2020;4767;Miller-Jackson;11/05/2024;Sistemas de Sistemas Embarcados Moderna;Tecnologia;;
477;38;20/05/2023;2544;Brown, Wilson and Gibson;10/05/2023;Especialização em Radiologia Sustentável;Saúde;;
98;737;20/04/2023;488;Morrison, Duran and Smith;07/07/2024;Estudos de Geografia Aplicada;Humanas;;
419;746;21/06/2020;995;Stewart and Sons;07/07/2021;Gestão de Services de Fisioterapia e Inovação;Saúde;;
27;18;12/09/2020;4790;Rivera Ltd;27/07/2024;Especialização em Gerontologia Sustentável;Saúde;;
443;80;02/06/2023;885;Stephenson, Powers and Hernandez;02/06/2023;Design de Multimídia Aplicada;Artes e Design;134; Instituto Superior de Educação Física Meta 
54;454;15/03/2020;985;Shepard PLC;17/11/2023;Consultoria em Recursos Humanos Moderna;Negócios;;
110;978;01/02/2020;1517;Chan, Hill and Garcia;31/12/2023;Administração de Marketing Digital Moderna;Negócios;;
347;119;02/05/2020;3774;Noble, Brown and Terry;14/01/2025;Tecnologia em Biomedicina Avançada;Saúde;;
99;427;23/03/2023;3651;Roberson, Brown and Ruiz;10/06/2023;Artes em Publicidade Estratégica;Artes e Design;;
370;72;19/12/2023;4663;Rivera and Sons;04/12/2022;Licenciatura em História Contemporânea Integrada;Humanas;;
135;795;28/01/2024;4533;Jacobs, Hernandez and Miller;25/04/2022;Consultoria em Finanças Avançada;Negócios;;
98;762;27/09/2022;2950;Morrison, Duran and Smith;07/07/2024;Administração de Marketing Digital Aplicada;Negócios;;
254;420;13/07/2022;3889;Bonilla, Guerra and Barnes;21/11/2024;Produção de Publicidade Aplicada;Artes e Design;;
93;637;26/03/2024;3516;White Inc;14/04/2022;Análise de Dados Integrada;Tecnologia;;
345;622;15/04/2022;3821;Ryan-Hartman;15/03/2025;Sistemas de Software Digital;Tecnologia;;
496;617;26/02/2021;1576;Davis, Patterson and Tate;27/11/2023;Tecnologia em Fisioterapia e Inovação;Saúde;;
264;107;10/07/2023;868;Nguyen, Mcintosh and Carter;20/05/2023;Análise de Redes Integrada;Tecnologia;;
102;754;17/10/2021;2152;Hart, Moyer and Fleming;12/06/2023;Bacharelado em Biomedicina e Inovação;Saúde;138; Centro de Estudos de Direito e Relações Internacionais Horizonte 
309;974;08/12/2022;2032;Turner-Middleton;27/03/2025;Análise de Redes Avançada;Tecnologia;;
448;917;04/12/2020;2700;Miller Inc;21/11/2024;Especialização em Saúde Pública;Saúde;167; Centro de Estudos de Engenharia e Arquitetura União 
85;873;14/05/2024;1849;Rodriguez-Graham;09/06/2023;Artes em Interiores Digital;Artes e Design;;
303;478;11/02/2025;1359;Smith Group;15/01/2024;Bacharelado em Direito Civil Sustentável;Humanas;32; Escola Superior de Psicologia Aplicada Tradição 
303;478;11/02/2025;1359;Smith Group;15/01/2024;Bacharelado em Direito Civil Sustentável;Humanas;56; Instituto Superior de Gastronomia Meta 
303;478;11/02/2025;1359;Smith Group;15/01/2024;Bacharelado em Direito Civil Sustentável;Humanas;143; Faculdade de Música Pioneiros 
60;438;29/08/2021;2447;Brown, Cunningham and Gonzalez;24/09/2022;Engenharia de Inteligência Artificial Aplicada;Tecnologia;166; Centro de Estudos de Comunicação e Marketing Aliança 
426;502;15/08/2023;3565;Gonzalez-Scott;11/07/2025;Comunicação de Moda Aplicada;Artes e Design;;
492;229;11/04/2021;4059;Gomez Group;30/11/2024;Licenciatura em Direito Civil Digital;Humanas;;
168;581;20/12/2025;660;Faulkner-Gomez;23/12/2025;Artes em Audiovisual Aplicada;Artes e Design;;
408;597;19/12/2021;1164;Wheeler Ltd;17/07/2022;Produção de Interiores Estratégica;Artes e Design;;
153;225;12/05/2023;2715;Hale, Sullivan and Willis;24/11/2022;Análise de Jogos Digitais Integrada;Tecnologia;17; Faculdade de Artes e Design Excelência 
285;415;29/01/2025;2798;Gomez, Simmons and Coleman;08/01/2026;Análise de Sistemas Embarcados Digital;Tecnologia;137; Centro de Estudos de Artes e Design do Amanhã 
241;219;20/09/2025;4988;Nelson, Harris and Jordan;13/02/2025;Ciências de Direito Civil Sustentável;Humanas;;
220;526;21/05/2022;2228;Payne Ltd;18/07/2023;Design de Gráfico Digital;Artes e Design;68; Escola Superior de Tecnologia da Informação do Amanhã 
361;419;09/10/2021;4487;Moran, Johnson and Benjamin;05/09/2025;Bacharelado em Psicologia Hospitalar Digital;Saúde;;
35;987;16/11/2021;2558;Maddox, Johnson and Duncan;12/08/2024;Especialização em Nutrição Aplicada;Saúde;;
166;398;14/06/2022;3298;White LLC;28/01/2022;Sistemas de Nuvem Moderna;Tecnologia;;
285;23;24/01/2023;2190;Gomez, Simmons and Coleman;08/01/2026;Bacharelado em Gerontologia Integrada;Saúde;137; Centro de Estudos de Artes e Design do Amanhã 
456;225;08/05/2024;4532;Miller PLC;10/07/2023;Análise de Jogos Digitais Integrada;Tecnologia;168; Escola Superior de Artes e Design Pioneiros 
151;246;03/10/2024;3629;Parker, Thomas and Holloway;06/09/2023;Engenharia de Redes e Inovação;Tecnologia;35; Escola Superior de Gastronomia União 
151;246;03/10/2024;3629;Parker, Thomas and Holloway;06/09/2023;Engenharia de Redes e Inovação;Tecnologia;100; Faculdade de Tecnologia da Informação Inovação 
17;982;08/11/2023;3733;George-Gibson;14/07/2025;Gestão de Services de Nutrição;Saúde;;
184;185;29/11/2022;1858;Brown-Murillo;11/05/2024;Sistemas de Software Avançada;Tecnologia;;
35;20;22/11/2025;2005;Maddox, Johnson and Duncan;12/08/2024;Estudos de Geografia Estratégica;Humanas;;
244;386;17/07/2021;1056;Montgomery-Campbell;01/12/2024;Gestão de Projetos Avançada;Negócios;;
211;778;27/12/2022;1019;Glass, Graves and Ewing;25/02/2022;Consultoria em Recursos Humanos Digital;Negócios;22; Centro de Estudos de Música Fronteiras 
52;422;18/04/2021;3532;Osborne, Lopez and Gibson;18/05/2024;Gestão de Marketing Digital Integrada;Negócios;181; Faculdade de Engenharia e Arquitetura União 
428;469;15/06/2021;4088;Franklin and Sons;17/06/2021;Consultoria em Agronegócio Digital;Negócios;;
262;410;03/01/2025;305;Reyes-Boyd;13/01/2024;Especialização em Saúde Pública Digital;Saúde;3; Escola Superior de Logística Pioneiros 
262;410;03/01/2025;305;Reyes-Boyd;13/01/2024;Especialização em Saúde Pública Digital;Saúde;136; Faculdade de Tecnologia da Informação do Amanhã 
262;410;03/01/2025;305;Reyes-Boyd;13/01/2024;Especialização em Saúde Pública Digital;Saúde;165; Instituto Superior de Gestão e Negócios Fronteiras 
300;980;08/12/2024;2256;Kim and Sons;05/06/2025;Engenharia de Jogos Digitais Moderna;Tecnologia;;
199;50;20/08/2020;4851;Smith PLC;16/01/2023;Análise de Jogos Digitais Estratégica;Tecnologia;;
29;624;17/02/2024;1136;Smith and Sons;02/05/2024;Artes em Publicidade Aplicada;Artes e Design;;
78;649;07/01/2022;3250;Curry, Hopkins and Richardson;19/08/2025;Engenharia de Sistemas Embarcados Aplicada;Tecnologia;;
240;553;26/06/2024;1800;Werner PLC;14/12/2021;Especialização em Saúde Pública Aplicada;Saúde;;
189;239;03/04/2021;4658;Joseph-Nelson;20/02/2025;Tecnologia em Psicologia Hospitalar Moderna;Saúde;11; Instituto Superior de Direito e Relações Internacionais Fronteiras 
189;239;03/04/2021;4658;Joseph-Nelson;20/02/2025;Tecnologia em Psicologia Hospitalar Moderna;Saúde;18; Faculdade de Gastronomia Vanguarda 
348;128;21/09/2021;1936;Roberts-Larsen;15/06/2025;Administração de Comércio Exterior Avançada;Negócios;;
247;159;23/02/2021;1551;Olson and Sons;16/04/2022;Gestão em Dados Avançada;Tecnologia;200; Escola Superior de Artes e Design Excelência 
440;139;20/03/2021;941;Perry, Elliott and Gilbert;24/09/2021;Tecnologia em Saúde Pública Avançada;Saúde;;
369;39;09/02/2024;1133;Rhodes-Ryan;10/10/2021;Gestão de Finanças;Negócios;49; Escola Superior de Ciências Humanas Horizonte 
111;591;25/08/2023;3988;Robertson Ltd;15/01/2025;Licenciatura em Geografia;Humanas;;
28;583;30/06/2020;3584;Trevino-Pham;09/02/2026;Produção de Audiovisual Avançada;Artes e Design;;
236;267;24/04/2025;2931;Long-Lopez;18/05/2023;Artes em Gráfico e Inovação;Artes e Design;171; Centro de Estudos de Artes e Design Aliança 
59;559;31/10/2024;875;Santana-Jones;22/01/2025;Tecnologia em Nutrição e Inovação;Saúde;;
187;153;04/12/2021;4640;Barry, Phillips and Jones;06/06/2022;Design de Gráfico e Inovação;Artes e Design;159; Escola Superior de Comunicação e Marketing do Amanhã 
496;124;20/07/2025;1088;Davis, Patterson and Tate;27/11/2023;Análise de Cibersegurança Aplicada;Tecnologia;;
437;990;24/09/2025;4181;Bates, Duran and Martin;01/12/2021;Sistemas de Inteligência Artificial Sustentável;Tecnologia;;
175;950;17/09/2020;810;Miller Inc;29/06/2024;Ciências de Letras e Inovação;Humanas;149; Instituto Superior de Psicologia Aplicada do Amanhã 
356;877;09/08/2021;3776;Johnson, Fields and Gamble;16/03/2024;Artes em Fotografia e Inovação;Artes e Design;31; Faculdade de Psicologia Aplicada Vanguarda 
478;212;23/03/2022;2963;Smith-Brown;25/05/2025;Especialização em Enfermagem Moderna;Saúde;;
9;160;21/02/2023;2922;Holland Group;29/01/2023;Bacharelado em Radiologia Sustentável;Saúde;79; Faculdade de Psicologia Aplicada Tradição 
202;841;05/02/2024;3056;Swanson-Robbins;08/05/2022;Licenciatura em Direito Civil Sustentável;Humanas;;
235;771;04/04/2022;1140;Turner Ltd;11/04/2023;Bacharelado em Biomedicina Sustentável;Saúde;;
439;649;14/08/2021;315;Johns Inc;01/08/2025;Engenharia de Sistemas Embarcados Aplicada;Tecnologia;;
134;813;31/03/2022;3119;Simon, Zamora and Lee;13/03/2021;Análise de Dados Moderna;Tecnologia;;
56;348;30/10/2025;1965;Reed, Lewis and Franklin;07/01/2022;Consultoria em Agronegócio e Inovação;Negócios;73; Centro de Estudos de Tecnologia da Informação do Amanhã 
56;348;30/10/2025;1965;Reed, Lewis and Franklin;07/01/2022;Consultoria em Agronegócio e Inovação;Negócios;147; Centro de Estudos de Ciências Médicas Luz do Conhecimento 
39;359;03/12/2021;4237;Gibson, Hayden and Melton;02/05/2021;Logística de Projetos;Negócios;;
334;355;01/07/2023;1473;Moore-Parker;17/10/2023;Produção de Multimídia Aplicada;Artes e Design;114; Instituto Superior de Logística Excelência 
375;50;20/03/2020;2223;Freeman, Collins and Smith;30/05/2023;Análise de Jogos Digitais Estratégica;Tecnologia;64; Centro de Estudos de Música Excelência 
490;947;15/04/2023;3455;Parker Group;22/04/2023;Gestão em Nuvem Integrada;Tecnologia;175; Faculdade de Psicologia Aplicada Pioneiros 
11;588;04/07/2024;2376;Noble-Smith;25/11/2022;Consultoria em Marketing Digital Estratégica;Negócios;;
81;714;05/12/2020;2237;Singleton Group;23/03/2023;Logística de Projetos Aplicada;Negócios;;
219;55;12/02/2021;799;David LLC;26/06/2022;Licenciatura em História Contemporânea Aplicada;Humanas;;
2;337;18/06/2025;4916;Cole-Vasquez;07/01/2023;Consultoria em Marketing Digital e Inovação;Negócios;;
47;623;26/02/2020;1953;Peters Group;16/12/2021;Análise de Inteligência Artificial Digital;Tecnologia;128; Escola Superior de Gastronomia Vanguarda 
426;907;28/06/2021;2116;Gonzalez-Scott;11/07/2025;Estudos de História Contemporânea Moderna;Humanas;;
193;927;23/05/2021;4634;Brooks-Rice;09/06/2024;Produção de Gráfico Integrada;Artes e Design;;
154;186;31/07/2021;2327;Ward-Brock;24/10/2023;Desenvolvimento de Nuvem Avançada;Tecnologia;;
339;79;02/06/2022;831;Kirk-Obrien;02/02/2023;Artes em Moda Digital;Artes e Design;;
345;412;25/11/2025;3919;Ryan-Hartman;15/03/2025;Ciências de Relações Internacionais Estratégica;Humanas;;
369;926;04/08/2025;2146;Rhodes-Ryan;10/10/2021;Desenvolvimento de Redes Sustentável;Tecnologia;49; Escola Superior de Ciências Humanas Horizonte 
27;349;04/08/2020;2052;Rivera Ltd;27/07/2024;Produção de Fotografia Integrada;Artes e Design;;
221;297;20/12/2023;4803;Mendez-Moore;12/08/2024;Gestão de Services de Nutrição Moderna;Saúde;;
331;897;05/05/2025;1318;Warren, Murphy and Powell;02/06/2025;Bacharelado em Nutrição Integrada;Saúde;;
341;599;28/08/2022;1657;Elliott and Sons;23/05/2023;Bacharelado em Filosofia Estratégica;Humanas;;
99;509;28/03/2021;3279;Roberson, Brown and Ruiz;10/06/2023;Design de Interiores Digital;Artes e Design;;
244;538;22/08/2024;235;Montgomery-Campbell;01/12/2024;Produção de Multimídia Moderna;Artes e Design;;
392;912;02/07/2024;2014;Douglas, Brown and Hoffman;03/09/2023;Desenvolvimento de Inteligência Artificial Aplicada;Tecnologia;132; Faculdade de Comunicação e Marketing Progresso 
392;912;02/07/2024;2014;Douglas, Brown and Hoffman;03/09/2023;Desenvolvimento de Inteligência Artificial Aplicada;Tecnologia;156; Faculdade de Comunicação e Marketing Luz do Conhecimento 
408;406;25/02/2022;1684;Wheeler Ltd;17/07/2022;Gestão em Blockchain e Inovação;Tecnologia;;
448;50;04/04/2020;4438;Miller Inc;21/11/2024;Análise de Jogos Digitais Estratégica;Tecnologia;167; Centro de Estudos de Engenharia e Arquitetura União 
242;600;08/05/2020;239;Robles-Dunn;11/02/2026;Análise de Sistemas Embarcados Sustentável;Tecnologia;;
486;713;30/08/2023;1142;Garza Group;12/08/2024;Comunicação de Multimídia Estratégica;Artes e Design;;
221;107;25/08/2024;1781;Mendez-Moore;12/08/2024;Análise de Redes Integrada;Tecnologia;;
334;220;01/09/2020;701;Moore-Parker;17/10/2023;Bacharelado em Nutrição e Inovação;Saúde;114; Instituto Superior de Logística Excelência 
270;958;19/05/2025;736;Liu PLC;06/09/2024;Gestão de Comércio Exterior Integrada;Negócios;113; Instituto Superior de Engenharia e Arquitetura Fronteiras 
30;700;05/06/2021;836;Davis PLC;05/06/2024;Comunicação de Multimídia e Inovação;Artes e Design;;
142;673;26/07/2024;3465;Williams, Davis and Grant;18/09/2021;Design de Animação;Artes e Design;;
